Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),51.85,84.87,66.26
Gasoline (RON95),50.20,70.20,58.15
Gasoline (RON91),49.10,65.70,55.1
Diesel,46.40,61.00,50.5
Diesel Plus,52.20,69.95,65.85
Kerosene,67.29,78.14,68.3
