Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.65,81.58,72.16
Gasoline (RON95),56.60,78.95,70.85
Gasoline (RON91),56.30,72.30,63.65
Diesel,52.90,67.50,58.95
Diesel Plus,59.75,83.56,62.95
Kerosene,72.85,84.28,74.51
