Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.80,77.30,71.15
Gasoline (RON95),53.40,76.15,65.6
Gasoline (RON91),53.20,75.15,62.5
Diesel,50.49,66.50,59.2
Diesel Plus,55.95,78.81,67.15
Kerosene,70.64,82.03,72.26
