Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),58.4,81.05,74.66
Gasoline (RON95),55.7,79.05,70.4
Gasoline (RON91),55.4,73.25,64.08
Diesel,52.75,66.3,58.87
Diesel Plus,58.45,82.96,63.45
Kerosene,71.79,83.18,#N/A
