Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),51.80,83.32,65.6
Gasoline (RON95),50.30,71.45,56.6
Gasoline (RON91),49.15,65.65,55.6
Diesel,45.44,60.20,49.3
Diesel Plus,50.85,69.10,60.4
Kerosene,66.29,77.65,67.3
