Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),52.40,75.25,65.93
Gasoline (RON95),50.55,73.22,61.65
Gasoline (RON91),49.75,68.05,55.6
Diesel,48.25,65.49,51.8
Diesel Plus,54.80,71.40,54.8
Kerosene,70.74,81.59,71.74
