Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.70,88.82,72.33
Gasoline (RON95),56.00,83.80,62.1
Gasoline (RON91),55.00,78.15,63.7
Diesel,52.00,70.20,60.0
Diesel Plus,58.30,77.00,70.95
Kerosene,73.14,83.14,74.16
