Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.80,88.72,75.8
Gasoline (RON95),59.00,83.70,74.5
Gasoline (RON91),58.00,78.05,62.7
Diesel,53.35,68.55,60.0
Diesel Plus,60.70,81.85,69.55
Kerosene,73.19,84.96,74.81
