Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),58.5,80.23,74.32
Gasoline (RON95),55.65,79.0,67.36
Gasoline (RON91),55.4,73.35,63.66
Diesel,52.65,66.2,59.18
Diesel Plus,58.35,82.86,63.45
Kerosene,71.79,83.18,#N/A
