City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,63.30,66.65,#N/A
Caloocan City,RON 95,53.70,68.25,64.60
Caloocan City,RON 91,52.70,66.34,63.85
Caloocan City,DIESEL,46.05,54.25,51.65
Caloocan City,DIESEL PLUS,51.95,57.69,#N/A
Caloocan City,KEROSENE,54.60,56.72,#N/A
Quezon City,RON 100,63.70,67.45,#N/A
Quezon City,RON 97,57.70,68.75,#N/A
Quezon City,RON 95,54.75,67.80,61.40
Quezon City,RON 91,53.75,66.80,60.40
Quezon City,DIESEL,46.10,54.60,51.90
Quezon City,DIESEL PLUS,53.85,56.86,#N/A
Quezon City,KEROSENE,56.34,56.34,#N/A
Manila,RON 100,63.09,68.05,#N/A
Manila,RON 97,63.30,70.00,#N/A
Manila,RON 95,58.90,67.95,66.05
Manila,RON 91,57.45,66.80,65.05
Manila,DIESEL,47.60,56.12,54.37
Manila,DIESEL PLUS,53.09,59.10,#N/A
Manila,KEROSENE,54.69,58.04,#N/A
Pasig City,RON 100,61.90,66.85,#N/A
Pasig City,RON 97,60.75,70.55,#N/A
Pasig City,RON 95,56.95,68.05,59.90
Pasig City,RON 91,55.85,66.55,59.40
Pasig City,DIESEL,47.70,54.90,51.60
Pasig City,DIESEL PLUS,53.25,58.15,#N/A
Pasig City,KEROSENE,56.23,56.23,#N/A
Taguig Cty,RON 100,65.85,67.15,67.15
Taguig Cty,RON 97,65.95,74.18,69.65
Taguig Cty,RON 95,59.50,69.95,65.15
Taguig Cty,RON 91,58.10,68.70,64.15
Taguig Cty,DIESEL,49.05,57.27,53.35
Taguig Cty,DIESEL PLUS,55.35,60.43,55.35
Taguig Cty,KEROSENE,62.85,64.44,#N/A
