City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,77.90,77.90,#N/A
Caloocan City,RON 97,77.00,84.29,#N/A
Caloocan City,RON 95,69.20,78.30,76.15
Caloocan City,RON 91,68.20,77.55,71.55
Caloocan City,DIESEL,69.55,78.80,76.10
Caloocan City,DIESEL PLUS,78.10,82.90,#N/A
Caloocan City,KEROSENE,75.50,77.57,#N/A
Quezon City,RON 100,75.40,76.75,#N/A
Quezon City,RON 97,70.05,83.50,#N/A
Quezon City,RON 95,67.60,78.40,74.75
Quezon City,RON 91,67.10,76.21,74.00
Quezon City,DIESEL,68.20,78.56,76.25
Quezon City,DIESEL PLUS,77.40,82.62,77.85
Quezon City,KEROSENE,77.07,82.77,#N/A
Manila,RON 100,76.75,77.70,76.75
Manila,RON 97,74.75,82.39,#N/A
Manila,RON 95,70.95,78.25,74.75
Manila,RON 91,70.00,76.70,74.00
Manila,DIESEL,72.95,77.56,76.25
Manila,DIESEL PLUS,77.00,82.75,78.25
Manila,KEROSENE,74.04,84.00,#N/A
Pasig City,RON 100,76.60,76.80,#N/A
Pasig City,RON 97,70.50,82.06,#N/A
Pasig City,RON 95,66.95,78.25,74.75
Pasig City,RON 91,66.45,74.75,74.00
Pasig City,DIESEL,69.80,77.90,76.35
Pasig City,DIESEL PLUS,78.25,83.05,#N/A
Pasig City,KEROSENE,72.73,78.40,#N/A
Taguig Cty,RON 100,76.75,76.75,76.75
Taguig Cty,RON 97,74.85,85.15,84.60
Taguig Cty,RON 95,72.15,79.40,78.25
Taguig Cty,RON 91,71.15,79.10,74.75
Taguig Cty,DIESEL,73.05,79.50,77.00
Taguig Cty,DIESEL PLUS,78.25,84.05,78.25
Taguig Cty,KEROSENE,82.65,84.44,82.65
