City,Product,Min Price,Max Price,Common Price
Cities,#N/A,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,69.20,74.30,#N/A
Caloocan City,RON 95,58.00,73.00,69.55
Caloocan City,RON 91,57.00,68.55,68.55
Caloocan City,DIESEL,67.00,75.10,73.60
Caloocan City,DIESEL PLUS,73.10,81.50,#N/A
Caloocan City,KEROSENE,78.30,79.52,#N/A
Quezon City,RON 100,70.90,72.89,70.90
Quezon City,RON 97,64.50,74.65,74.65
Quezon City,RON 95,61.60,72.10,65.90
Quezon City,RON 91,60.60,71.10,66.65
Quezon City,DIESEL,67.50,76.74,73.10
Quezon City,DIESEL PLUS,72.30,78.55,72.30
Quezon City,KEROSENE,79.14,85.57,#N/A
Manila,RON 100,72.00,74.12,#N/A
Manila,RON 97,65.75,74.58,#N/A
Manila,RON 95,64.45,71.15,70.10
Manila,RON 91,63.45,70.30,69.10
Manila,DIESEL,69.40,76.15,76.15
Manila,DIESEL PLUS,72.15,79.30,#N/A
Manila,KEROSENE,78.36,88.00,#N/A
Pasig City,RON 100,69.75,71.15,#N/A
Pasig City,RON 97,67.65,76.30,#N/A
Pasig City,RON 95,62.20,71.25,68.35
Pasig City,RON 91,61.90,70.08,65.80
Pasig City,DIESEL,69.15,78.55,73.55
Pasig City,DIESEL PLUS,74.75,81.55,#N/A
Pasig City,KEROSENE,79.63,82.15,#N/A
Taguig Cty,RON 100,72.20,78.13,#N/A
Taguig Cty,RON 97,68.50,78.30,77.50
Taguig Cty,RON 95,65.80,75.79,#N/A
Taguig Cty,RON 91,64.80,75.39,73.13
Taguig Cty,DIESEL,71.15,78.65,78.65
Taguig Cty,DIESEL PLUS,76.80,82.25,#N/A
Taguig Cty,KEROSENE,87.24,88.45,#N/A
