City,Product,Min Price,Max Price,Common Price
Cities,#N/A,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,64.70,70.00,#N/A
Caloocan City,RON 95,55.00,65.45,65.05
Caloocan City,RON 91,54.00,64.05,64.05
Caloocan City,DIESEL,57.75,64.60,64.20
Caloocan City,DIESEL PLUS,62.45,74.35,#N/A
Caloocan City,KEROSENE,69.60,70.82,#N/A
Quezon City,RON 100,64.65,68.15,#N/A
Quezon City,RON 97,59.40,70.15,#N/A
Quezon City,RON 95,57.00,66.89,60.65
Quezon City,RON 91,56.40,65.69,59.65
Quezon City,DIESEL,57.43,64.45,61.10
Quezon City,DIESEL PLUS,62.45,70.70,62.45
Quezon City,KEROSENE,70.44,76.87,#N/A
Manila,RON 100,66.70,69.62,#N/A
Manila,RON 97,61.25,70.36,#N/A
Manila,RON 95,59.25,66.20,62.85
Manila,RON 91,58.25,65.80,61.85
Manila,DIESEL,58.30,66.90,65.65
Manila,DIESEL PLUS,63.50,70.05,#N/A
Manila,KEROSENE,69.66,78.50,#N/A
Pasig City,RON 100,66.45,68.95,#N/A
Pasig City,RON 97,61.00,71.40,#N/A
Pasig City,RON 95,57.70,66.35,61.90
Pasig City,RON 91,57.40,65.20,60.60
Pasig City,DIESEL,59.90,68.60,61.90
Pasig City,DIESEL PLUS,63.90,70.15,#N/A
Pasig City,KEROSENE,70.33,73.45,#N/A
Taguig Cty,RON 100,67.70,67.70,67.70
Taguig Cty,RON 97,64.00,73.80,73.00
Taguig Cty,RON 95,61.20,71.19,63.70
Taguig Cty,RON 91,60.20,70.79,62.70
Taguig Cty,DIESEL,61.40,69.40,65.55
Taguig Cty,DIESEL PLUS,67.55,73.00,67.55
Taguig Cty,KEROSENE,78.54,79.75,#N/A
