City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,84.50,88.30,#N/A
Caloocan City,RON 95,76.15,86.41,84.25
Caloocan City,RON 91,75.15,85.66,80.90
Caloocan City,DIESEL,74.25,84.21,81.65
Caloocan City,DIESEL PLUS,81.90,88.50,#N/A
Caloocan City,KEROSENE,83.55,84.19,#N/A
Quezon City,RON 100,82.90,83.85,#N/A
Quezon City,RON 97,78.15,90.14,#N/A
Quezon City,RON 95,75.70,86.16,86.00
Quezon City,RON 91,74.40,83.76,77.65
Quezon City,DIESEL,77.35,83.66,81.25
Quezon City,DIESEL PLUS,81.90,87.57,83.25
Quezon City,KEROSENE,85.12,90.82,#N/A
Manila,RON 100,84.85,85.80,#N/A
Manila,RON 97,82.85,89.60,88.60
Manila,RON 95,77.55,86.10,82.85
Manila,RON 91,76.55,83.80,82.10
Manila,DIESEL,78.15,82.15,81.65
Manila,DIESEL PLUS,81.75,87.75,#N/A
Manila,KEROSENE,83.09,91.45,#N/A
Pasig City,RON 100,84.05,84.70,#N/A
Pasig City,RON 97,81.15,89.75,#N/A
Pasig City,RON 95,76.10,86.25,81.85
Pasig City,RON 91,75.60,82.60,80.85
Pasig City,DIESEL,77.25,83.30,81.90
Pasig City,DIESEL PLUS,82.20,88.45,#N/A
Pasig City,KEROSENE,84.28,87.60,#N/A
Taguig Cty,RON 100,84.85,84.85,84.85
Taguig Cty,RON 97,82.95,89.75,89.50
Taguig Cty,RON 95,79.25,86.35,84.35
Taguig Cty,RON 91,78.25,84.20,82.10
Taguig Cty,DIESEL,78.55,82.90,82.40
Taguig Cty,DIESEL PLUS,83.65,88.30,83.65
Taguig Cty,KEROSENE,90.70,90.70,90.70
