Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.65,76.30,70.97
Gasoline (RON95),53.00,77.97,70.8
Gasoline (RON91),52.00,68.35,59.55
Diesel,51.00,64.35,61.4
Diesel Plus,57.60,74.70,59.8
Kerosene,72.84,84.10,73.87
