Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.55,75.54,68.33
Gasoline (RON95),52.25,75.62,58.5
Gasoline (RON91),51.65,68.30,58.0
Diesel,49.00,65.85,56.85
Diesel Plus,55.00,72.70,69.39
Kerosene,70.91,82.20,71.95
