Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),55.05,76.20,70.87
Gasoline (RON95),53.00,77.87,70.7
Gasoline (RON91),52.00,68.25,59.45
Diesel,50.00,64.25,56.7
Diesel Plus,57.60,74.60,59.7
Kerosene,72.54,84.70,75.16
