Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.55,75.80,69.2
Gasoline (RON95),53.00,76.42,69.25
Gasoline (RON91),52.00,69.10,61.9
Diesel,49.00,66.75,57.75
Diesel Plus,56.45,73.60,70.29
Kerosene,71.04,83.00,72.84
