Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),70.1,81.55,75.57
Gasoline (RON95),67.4,78.05,74.92
Gasoline (RON91),65.9,76.95,74.37
Diesel,71.6,79.56,77.57
Diesel Plus,75.6,83.66,79.5
Kerosene,78.04,88.65,#N/A
