Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),79.9,93.21,87.82
Gasoline (RON95),77.45,89.61,86.18
Gasoline (RON91),76.45,88.05,85.47
Diesel,81.2,89.71,87.74
Diesel Plus,85.55,94.5,90.12
Kerosene,86.34,95.74,#N/A
