Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),69.85,81.6,76.32
Gasoline (RON95),66.2,78.56,75.67
Gasoline (RON91),65.7,77.7,75.32
Diesel,69.8,78.96,76.52
Diesel Plus,75.0,83.06,79.58
Kerosene,77.29,87.9,#N/A
