Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.9,76.38,71.85
Gasoline (RON95),55.15,72.2,63.45
Gasoline (RON91),54.15,70.9,64.77
Diesel,48.21,59.92,54.04
Diesel Plus,54.35,63.6,56.18
Kerosene,57.38,66.59,64.95
