Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.2,70.68,#N/A
Gasoline (RON95),50.95,66.45,59.09
Gasoline (RON91),49.95,65.2,59.28
Diesel,41.47,51.97,47.27
Diesel Plus,47.95,55.13,50.05
Kerosene,49.88,59.39,57.8
