Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),70.05,85.15,84.6
Gasoline (RON95),66.95,79.4,75.73
Gasoline (RON91),66.45,79.1,73.66
Diesel,68.2,79.5,76.39
Diesel Plus,77.0,84.05,78.12
Kerosene,72.73,84.44,82.65
