Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),65.0,78.7,76.47
Gasoline (RON95),59.0,76.19,68.95
Gasoline (RON91),58.0,75.79,68.68
Diesel,68.0,80.8,77.23
Diesel Plus,74.3,85.31,75.25
Kerosene,80.4,89.34,#N/A
