Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.05,75.29,67.75
Gasoline (RON95),55.85,72.65,67.55
Gasoline (RON91),55.35,70.74,66.94
Diesel,51.25,60.32,57.92
Diesel Plus,56.15,64.0,58.42
Kerosene,58.74,68.49,66.85
