Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.4,73.8,73.0
Gasoline (RON95),55.0,71.19,62.83
Gasoline (RON91),54.0,70.79,61.77
Diesel,57.43,69.4,63.68
Diesel Plus,62.45,74.35,65.0
Kerosene,69.6,79.75,#N/A
