Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),77.15,89.14,88.5
Gasoline (RON95),73.4,85.41,82.35
Gasoline (RON91),72.9,84.56,80.58
Diesel,67.75,78.25,74.1
Diesel Plus,74.85,80.7,77.32
Kerosene,75.65,82.92,82.8
