Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.7,75.0,72.55
Gasoline (RON95),58.0,73.6,68.29
Gasoline (RON91),57.0,72.19,67.26
Diesel,63.0,74.39,71.52
Diesel Plus,69.55,77.35,74.46
Kerosene,73.7,83.85,#N/A
