Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),69.4,83.95,80.75
Gasoline (RON95),66.95,78.1,73.9
Gasoline (RON91),66.45,76.9,73.11
Diesel,69.55,77.65,75.4
Diesel Plus,75.85,82.25,76.97
Kerosene,72.73,83.29,81.5
