Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.7,74.18,69.65
Gasoline (RON95),53.7,69.95,63.42
Gasoline (RON91),52.7,68.7,62.57
Diesel,46.05,57.27,52.57
Diesel Plus,51.95,60.43,55.35
Kerosene,54.6,64.44,#N/A
