Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),62.9,76.4,74.18
Gasoline (RON95),59.65,74.0,68.42
Gasoline (RON91),58.95,73.49,66.38
Diesel,69.0,81.61,77.63
Diesel Plus,75.1,85.2,79.25
Kerosene,79.4,89.55,#N/A
