Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),67.75,80.7,#N/A
Gasoline (RON95),64.1,77.79,72.7
Gasoline (RON91),63.6,77.39,71.76
Diesel,67.6,77.15,74.28
Diesel Plus,72.8,80.2,77.38
Kerosene,73.44,85.35,#N/A
