Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.1,75.5,69.78
Gasoline (RON95),55.0,72.89,64.31
Gasoline (RON91),54.0,72.49,63.47
Diesel,61.0,73.6,67.7
Diesel Plus,65.85,77.75,70.95
Kerosene,74.0,84.15,#N/A
