Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),66.6,81.7,81.15
Gasoline (RON95),64.6,78.15,71.55
Gasoline (RON91),64.1,75.65,70.73
Diesel,63.0,73.7,70.55
Diesel Plus,71.6,78.75,72.32
Kerosene,70.09,80.49,78.7
