Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),60.15,75.45,74.65
Gasoline (RON95),55.0,71.5,63.97
Gasoline (RON91),54.0,70.59,62.57
Diesel,58.0,71.3,65.86
Diesel Plus,62.2,75.5,67.05
Kerosene,71.75,81.9,#N/A
