Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.15,76.65,74.42
Gasoline (RON95),61.0,74.25,68.18
Gasoline (RON91),60.0,73.79,67.95
Diesel,70.0,82.21,78.73
Diesel Plus,75.7,85.8,81.1
Kerosene,79.65,89.8,#N/A
