Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),66.4,77.5,76.9
Gasoline (RON95),62.0,77.19,71.35
Gasoline (RON91),61.0,76.79,70.12
Diesel,70.0,82.04,80.03
Diesel Plus,78.9,85.0,83.05
Kerosene,82.05,93.45,#N/A
