Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.85,76.09,74.9
Gasoline (RON95),56.65,73.45,66.08
Gasoline (RON91),56.15,71.54,65.28
Diesel,51.65,60.97,57.19
Diesel Plus,56.3,64.65,58.6
Kerosene,59.19,68.94,67.3
