Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),67.05,82.15,81.6
Gasoline (RON95),65.05,76.4,72.52
Gasoline (RON91),64.2,76.1,70.77
Diesel,65.25,75.4,72.57
Diesel Plus,73.3,79.95,74.02
Kerosene,70.54,80.94,75.86
