Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),64.1,75.4,72.95
Gasoline (RON95),60.0,74.0,68.69
Gasoline (RON91),59.0,72.59,67.61
Diesel,63.0,74.84,71.97
Diesel Plus,70.0,77.8,74.58
Kerosene,74.55,86.05,#N/A
