Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),65.75,77.05,75.3
Gasoline (RON95),61.0,75.65,70.18
Gasoline (RON91),60.0,74.29,69.64
Diesel,64.0,77.9,74.34
Diesel Plus,71.3,79.84,77.45
Kerosene,75.9,86.05,#N/A
