Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),79.75,92.29,91.2
Gasoline (RON95),76.15,88.56,86.01
Gasoline (RON91),75.15,87.81,82.87
Diesel,77.4,88.51,85.92
Diesel Plus,85.7,92.75,89.28
Kerosene,87.94,97.34,95.55
