Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),68.0,81.6,81.05
Gasoline (RON95),64.9,79.6,70.94
Gasoline (RON91),64.45,76.55,69.95
Diesel,60.95,68.3,63.94
Diesel Plus,65.15,72.3,65.87
Kerosene,65.34,75.74,73.95
