Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),65.95,77.05,75.3
Gasoline (RON95),61.0,75.65,70.26
Gasoline (RON91),60.0,74.29,69.47
Diesel,68.0,80.1,78.18
Diesel Plus,77.45,83.2,81.6
Kerosene,80.35,90.5,#N/A
