Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),75.25,86.25,82.73
Gasoline (RON95),72.8,83.21,80.03
Gasoline (RON91),71.49,82.35,79.77
Diesel,75.3,83.41,81.71
Diesel Plus,79.45,88.0,84.52
Kerosene,80.04,90.65,#N/A
