Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.1,77.45,71.72
Gasoline (RON95),57.0,74.89,67.12
Gasoline (RON91),56.0,74.49,66.12
Diesel,62.0,74.7,69.73
Diesel Plus,67.6,78.1,72.85
Kerosene,75.65,85.8,#N/A
