Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),67.6,82.7,82.15
Gasoline (RON95),65.6,80.7,71.92
Gasoline (RON91),64.75,76.65,71.5
Diesel,63.0,74.05,70.82
Diesel Plus,71.8,79.1,72.67
Kerosene,73.09,83.49,81.7
