Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),66.35,80.95,79.4
Gasoline (RON95),63.25,77.95,69.55
Gasoline (RON91),61.85,75.95,68.7
Diesel,55.2,69.25,63.03
Diesel Plus,63.2,70.6,66.1
Kerosene,64.04,73.79,#N/A
