Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.05,72.53,#N/A
Gasoline (RON95),52.05,68.3,61.77
Gasoline (RON91),51.05,67.05,60.92
Diesel,43.1,54.77,49.67
Diesel Plus,50.35,57.53,52.45
Kerosene,52.3,61.24,59.65
