Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),67.65,78.56,#N/A
Gasoline (RON95),64.0,77.69,72.11
Gasoline (RON91),63.5,77.29,72.76
Diesel,66.55,75.71,72.51
Diesel Plus,71.75,79.3,76.32
Kerosene,72.99,84.9,#N/A
