Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),79.9,93.21,87.82
Gasoline (RON95),77.45,89.61,86.18
Gasoline (RON91),76.45,88.05,85.13
Diesel,83.2,94.3,90.7
Diesel Plus,89.15,97.5,93.12
Kerosene,89.74,99.14,97.35
