Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.5,74.5,73.7
Gasoline (RON95),55.0,71.19,62.96
Gasoline (RON91),54.0,70.79,61.62
Diesel,58.0,71.5,66.26
Diesel Plus,62.4,75.7,67.25
Kerosene,71.25,81.4,#N/A
