Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),78.15,90.14,89.05
Gasoline (RON95),75.7,86.41,83.86
Gasoline (RON91),74.4,85.66,80.72
Diesel,74.25,84.21,81.77
Diesel Plus,81.75,88.5,83.45
Kerosene,83.09,91.45,90.7
