Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.8,73.28,68.75
Gasoline (RON95),52.8,69.05,61.18
Gasoline (RON91),51.8,67.8,61.67
Diesel,43.87,55.47,49.56
Diesel Plus,50.15,58.63,53.55
Kerosene,52.3,62.14,#N/A
