Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),73.6,87.05,84.95
Gasoline (RON95),69.55,82.3,77.99
Gasoline (RON91),68.45,81.1,76.72
Diesel,71.95,81.85,79.52
Diesel Plus,75.85,86.1,83.56
Kerosene,78.74,89.14,87.35
