Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),64.5,78.3,76.08
Gasoline (RON95),58.0,75.79,68.47
Gasoline (RON91),57.0,75.39,68.65
Diesel,67.0,78.65,75.01
Diesel Plus,72.15,82.25,72.3
Kerosene,78.3,88.45,#N/A
