Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),70.1,85.0,84.45
Gasoline (RON95),65.75,83.0,74.3
Gasoline (RON91),64.75,78.95,73.62
Diesel,62.8,75.9,73.14
Diesel Plus,73.8,80.95,74.52
Kerosene,65.34,85.14,83.35
