Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),64.1,77.8,77.0
Gasoline (RON95),59.65,75.4,68.8
Gasoline (RON91),58.95,74.89,67.49
Diesel,69.0,81.1,77.53
Diesel Plus,74.6,84.7,78.75
Kerosene,79.05,89.2,#N/A
