Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),50.8,63.17,58.58
Gasoline (RON95),41.7,61.17,52.0
Gasoline (RON91),41.2,60.8,51.6
Diesel,34.85,50.64,41.16
Diesel Plus,39.85,49.1,#N/A
Kerosene,45.24,54.59,#N/A
