Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),46.2,59.46,#N/A
Gasoline (RON95),38.85,55.1,49.98
Gasoline (RON91),37.7,57.46,51.08
Diesel,31.1,44.22,38.59
Diesel Plus,34.9,43.0,42.0
Kerosene,39.45,52.95,#N/A
