Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.6,73.15,65.65
Gasoline (RON95),53.0,71.14,63.07
Gasoline (RON91),52.0,70.08,63.87
Diesel,45.0,55.17,50.5
Diesel Plus,49.3,58.33,56.14
Kerosene,53.09,62.84,60.75
