Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),46.85,60.21,53.08
Gasoline (RON95),38.85,55.67,49.72
Gasoline (RON91),37.7,58.21,50.92
Diesel,32.35,45.47,38.59
Diesel Plus,34.9,44.25,42.08
Kerosene,40.45,54.05,#N/A
