Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),53.65,65.15,61.43
Gasoline (RON95),44.75,63.45,56.24
Gasoline (RON91),44.25,63.65,54.57
Diesel,37.65,52.54,44.13
Diesel Plus,42.15,50.59,48.09
Kerosene,44.14,56.24,#N/A
